id,name,state_code,latitude,longitude,year_founded,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
c:39106,Azaleos,Other,47.63609,-122.327028,2004,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,enterprise,0,0,0,0,1,0,2,1,acquired
c:5306,Efficient Frontier,CA,37.4049731,-122.0323525,2002,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,advertising,0,0,0,0,1,0,3,1,acquired
c:16303,NetDevices,CA,37.36883,-122.03635,2003,2.6247,2.6247,,,4,1,25000000,0,software,0,0,0,1,0,0,5,1,acquired
c:43188,Go Try It On,NY,40.730646,-73.986614,2009,0.926,2.9534,0.8329,2.7425,2,3,3750000,3,other,0,1,1,0,0,0,2,1,acquired
c:33507,Performable,MA,42.3751,-71.105616,2009,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,software,0,0,1,0,0,0,1,1,acquired
c:68157,Appstores.com,CA,37.779281,-122.419236,2010,0.189,1.189,1.3562,1.6575,6,2,1155000,2,software,0,1,0,0,0,0,9.5,1,acquired
c:2395,Fortify Software,CA,37.560781,-122.284114,2002,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,software,0,0,0,0,0,1,2,1,acquired
c:38220,iCurrent,CA,37.658313,-122.391032,2006,2.5836,2.5836,2,2,5,1,3000000,1,web,0,0,1,0,0,0,1,1,acquired
c:49815,AisleBuyer,MA,42.360253,-71.058291,2009,1.8932,2.4466,2,3.2767,4,2,11500000,3,mobile,0,0,0,0,0,0,1,1,acquired
c:249,Indeed,TX,30.321464,-97.75501,2004,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,web,0,0,1,0,0,0,3,1,acquired
c:22027,Colubris Networks,MA,42.37564,-71.2358,2000,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,other,1,0,0,0,0,1,5,1,acquired
c:109,Mashery,CA,37.7870842,-122.4038047,2006,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,enterprise,1,1,1,1,1,1,5,1,acquired
c:43948,Transparency Software,CA,37.441537,-122.158332,2004,1.1863,3.4986,,,0,2,12050000,0,software,1,0,1,0,0,0,2,1,closed
c:765,Viewdle,CA,37.445586,-122.161929,2006,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,other,1,0,1,1,0,0,2,1,acquired
c:19257,Enclarity,CA,33.5842816,-117.7306817,2005,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,consulting,0,0,0,0,1,0,2,1,acquired
c:25827,Virsto Software,CA,37.402773,-122.052551,2007,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,software,0,0,1,1,0,0,3.3333,1,acquired
c:5932,Handmark,Other,39.103151,-94.581908,2000,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,mobile,0,0,1,1,0,0,4.5,1,acquired
c:8596,Carbonetworks,CA,37.805289,-122.404448,2005,3.4986,3.4986,3,3,6,1,5000000,1,other,0,0,1,0,0,0,1,1,closed
c:19861,SchemaLogic,Other,47.675489,-122.191667,2001,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,enterprise,1,0,0,0,1,0,3,1,acquired
c:45114,Skyway Software,Other,27.951849,-82.456397,2001,6.3726,6.3726,,,0,1,4000000,0,software,1,0,0,0,0,0,3,0,closed
c:23533,CardStar,MA,42.360253,-71.058291,2008,1.326,2.7836,1.674,3.1342,5,3,2030882,2,software,0,0,1,0,0,0,3,1,acquired
c:25325,Makani Power,CA,37.7831775,-122.3086191,2006,2.6438,2.6438,0,7.3918,4,1,5000000,2,other,0,0,0,1,0,0,1,1,acquired
c:8351,Myrio,Other,47.765758,-122.184304,1999,1.0877,1.0877,,,5,1,20500000,0,software,1,0,0,0,0,0,4,1,closed
c:10392,Intela,Other,40.730646,-73.986614,2006,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,advertising,1,0,0,0,0,0,2,0,acquired
c:26128,Sana Security,CA,37.54763,-122.307887,2000,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,other,0,0,0,0,0,0,2,1,acquired
c:2808,Sportgenic,CA,37.790485,-122.40094,2005,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,advertising,0,1,1,1,0,0,3.3333,1,acquired
c:10581,Lolapps,CA,37.7870923,-122.3999719,2008,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,web,0,0,1,0,0,0,3,1,acquired
c:1674,Infinity Box,Other,28.098905,-82.400087,2006,0,0.2466,2.4164,5.3151,10,2,118000,3,web,0,1,0,0,0,0,1.5,1,acquired
c:170,adBrite,CA,37.779026,-122.40184,2003,1.6685,9.337,7.3808,10.474,17,4,40400000,3,advertising,0,0,1,1,1,1,1.6667,1,acquired
c:27740,Texert,TX,32.9583632,-96.8215658,2007,1.8055,1.8055,,,1,1,3000000,0,software,0,0,1,0,0,0,1,1,closed
c:46186,Mendocino Software,CA,37.54827,-121.988572,2003,2.6986,4.0027,1,1,2,2,19700000,1,software,1,0,0,1,0,0,4,1,closed
c:43162,QuikCycle,CA,37.354469,-121.990433,1998,9.1671,9.1973,,,0,2,17800000,0,software,1,0,0,0,0,0,1,1,closed
c:43233,Instagram,CA,37.779281,-122.419236,2010,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,other,0,1,1,1,0,0,4,1,acquired
c:1498,Motionbox,NY,40.606061,-73.822331,2006,0.6658,3.0384,2,5.0548,10,3,17200000,5,games_video,0,0,1,1,1,0,2.6667,1,acquired
c:40197,DNP Green Technology,Other,40.349274,-74.659296,2008,2.0466,2.0466,,,2,1,12000000,0,other,0,0,1,0,0,0,6,1,closed
c:51023,Abound Solar,Other,40.397761,-105.07498,2007,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,other,1,0,0,0,0,0,2.5,1,closed
c:13168,Trovix,CA,37.420428,-122.090769,2002,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,other,0,0,1,1,0,0,2.5,1,acquired
c:649,Thumbplay,NY,40.725435,-73.997395,2004,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,other,0,0,0,0,1,0,4,1,acquired
c:52694,Plethora Technology,Other,39.388156,-77.885552,2000,5.4411,5.4411,,,1,1,1000000,0,software,0,0,1,0,0,0,3,0,closed
c:3080,DailyStrength,CA,34.043948,-118.468204,2006,1.1288,1.1288,1,2.6767,7,1,5000000,2,web,0,0,1,0,0,0,1,1,acquired
c:28424,Danotek Motion Technologies,Other,42.350749,-83.444589,2001,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,other,1,0,0,1,0,0,3.6667,1,closed
c:280611,Yub,CA,37.388869,-122.072353,2013,0.8822,0.8822,,,7,1,12000000,0,ecommerce,1,0,0,0,0,0,9,1,closed
c:30537,SNAPin Software,Other,47.614018,-122.19655,2003,2.526,3.1041,3.0027,9.126,5,2,22300000,2,software,0,0,0,1,1,0,4.5,1,acquired
c:14656,Azuro,CA,37.406217,-121.976473,2002,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,other,1,0,0,1,0,0,4,1,acquired
c:1766,ARPU,Other,37.09024,-95.712891,2005,1.1671,4.6658,,,1,3,15564591,0,advertising,1,0,0,1,1,0,3.5,1,closed
c:16938,BookFresh,CA,37.779281,-122.419236,2007,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,web,0,1,0,0,0,0,5,1,acquired
c:83265,Singly,CA,37.779281,-122.419236,2010,0.1151,1.3397,1.8329,2.6712,24,2,8950000,2,other,0,0,1,0,0,0,7,1,acquired
c:23136,TxVia,NY,40.753881,-73.978852,2006,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,other,0,0,1,1,1,1,4,1,acquired
c:54066,Blue Vector Systems,CA,37.406914,-122.09037,2002,3.7233,3.7233,,,1,1,4000000,0,other,0,0,0,1,0,0,3,1,closed
c:17219,Open Kernel Labs,Other,41.878984,-87.637,2006,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,software,1,0,1,0,0,0,2,1,acquired
c:23234,Elanti Systems,Other,40.535316,-74.521435,2007,1.4082,1.4082,0,0,1,1,5500000,1,software,1,0,0,0,0,0,3,1,closed
c:70586,Astrid,CA,37.779281,-122.419236,2008,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,other,0,1,0,0,0,0,3,1,acquired
c:26612,Nordic Windpower,CA,37.863464,-122.3153453,2007,0.7507,3.0137,,,3,3,54000000,0,other,1,0,0,0,1,0,2.6667,1,closed
c:57923,Visiprise,Other,34.070958000000005,-84.274733,1985,20.8055,20.8055,,,2,1,32000000,0,software,0,0,0,1,0,0,7,1,closed
c:58133,Hubspan,Other,39.78373,-100.445882,2000,5.789,5.789,,,1,1,13000000,0,software,0,0,0,0,0,1,4,1,acquired
c:5587,iConclude,Other,47.614422,-122.192337,2005,0.0849,1.2712,,,5,3,12500000,0,software,1,0,1,1,0,0,2.3333,1,acquired
c:38338,41st Parameter,CA,37.314002,-121.932365,2004,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,other,1,0,0,1,1,1,3,1,acquired
c:202,Hotelicopter,Other,38.030823,-78.48158,2006,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,web,0,0,1,1,0,0,1,0,closed
c:15652,Anystream,Other,39.035298,-77.430125,2000,0,7.1068,6.0055,10.9041,9,3,59000000,3,software,1,0,0,0,1,0,2,1,acquired
c:144825,CakeStyle,Other,39.78373,-100.445882,2011,1.0356,1.0356,0,1.0356,2,1,1000000,2,web,0,1,0,0,0,0,1,0,closed
c:9772,Fluther,CA,37.758062,-122.418642,2007,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,web,0,1,0,0,0,0,7,1,acquired
c:19101,Pocket Communications Northeast,Other,41.85361500000001,-72.70375,2006,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,mobile,0,0,1,1,0,0,2,1,closed
c:1612,Goodreads,CA,34.01052,-118.495981,2007,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,web,0,1,1,0,0,0,4,1,acquired
c:17620,Woven Systems,CA,37.3821368,-121.970505,2003,2.9178,4.7342,,,1,2,30000000,0,other,0,0,1,1,0,0,2.5,1,acquired
c:43873,Kolorific,CA,37.433646,-121.886704,2003,4.0137,4.0137,,,0,1,7000000,0,other,0,0,0,0,1,0,1,0,closed
c:3986,Krugle,CA,37.45604,-122.165399,2006,0.411,0.411,0,2.5342,10,1,6100000,2,other,0,0,0,1,0,0,4,1,acquired
c:61592,Flud,CA,32.721834,-117.161797,2010,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,enterprise,1,1,0,0,0,0,4,1,closed
c:35236,Chomp,CA,37.779281,-122.419236,2009,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,mobile,0,1,1,0,0,0,3.5,1,acquired
c:31968,Origen Therapeutics,CA,37.584103000000006,-122.366082,1997,10.7589,10.7589,,,0,1,2000000,0,biotech,0,0,0,0,0,0,1,0,closed
c:27620,Inlet Technologies,Other,35.76524000000001,-78.731161,2003,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,other,1,0,0,1,1,0,3.6667,1,acquired
c:9816,ShopWiki,NY,40.740441,-73.993376,2005,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,ecommerce,0,0,1,0,0,0,1,0,acquired
c:52566,Fondu,NY,40.750519,-73.993494,2010,1.7479,1.7479,1,2.1096,4,1,575000,2,web,0,1,0,0,0,0,6,0,acquired
c:49236,Loudcaster,MA,42.387597,-71.099497,2009,0,0.5808,0,0,1,2,53000,1,web,0,1,0,0,0,0,1,1,closed
c:2234,TwoFish,CA,37.522281,-122.258139,2006,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,ecommerce,0,0,1,1,0,0,2.5,1,acquired
c:28482,Redwood Systems,CA,37.54827,-121.988572,2008,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,other,1,0,1,1,1,0,2.25,1,acquired
c:40324,Artisan Pharma,MA,42.37564,-71.2358,2006,0.6795,4.5507,,,2,5,85381111,0,biotech,0,0,1,1,1,0,4.6667,1,acquired
c:1595,Bill Me Later,Other,39.436844,-76.618704,2000,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,web,1,0,1,0,0,0,2.5,1,acquired
c:16562,Silicon Clocks,CA,37.554214,-121.977451,2004,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,other,1,0,0,1,0,0,3.5,1,acquired
c:18075,TheMarkets,NY,40.762674,-73.9821315,2000,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,web,1,0,0,0,0,0,5,1,acquired
c:86120,Netgamix Inc,Other,41.875555,-87.624421,2010,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,games_video,0,1,0,0,0,0,1,1,closed
c:44650,Netli,CA,37.440682,-122.123103,2000,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,other,1,0,0,0,0,0,7,1,acquired
c:70021,Define My Style,Other,39.099909,-84.504243,2010,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,web,0,1,0,0,0,0,3,1,closed
c:17660,Firethorn,Other,33.749099,-84.390185,2001,5.1644,6.0055,,,1,3,25131611,0,mobile,1,0,0,1,0,0,1,1,acquired
c:51745,Wellcore,CA,37.404788,-121.940842,2007,3.5288,3.5288,,,1,1,2000000,0,other,0,0,0,0,0,0,1,1,closed
c:25324,Taligen Therapeutics,MA,42.3634664,-71.0786638,2004,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,biotech,0,0,1,1,0,0,3.5,1,acquired
c:77,Adap.tv,CA,37.551441,-122.291435,2006,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,advertising,1,1,1,1,1,0,2.5,1,acquired
c:1895,Current Media,CA,37.77951820000001,-122.3902619,2005,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,other,0,0,1,0,0,0,3,0,closed
c:16593,ParAccel,CA,37.31665260000001,-122.05074,2007,0.9397,5.3178,,,13,5,74000000,0,other,1,0,0,1,1,0,5.3333,1,acquired
c:16289,Arch Rock Corporation,CA,37.783171,-122.392901,2005,0.7479,2.3315,2,2,6,2,15000000,1,software,0,0,1,1,0,0,3,1,acquired
c:575,SpiralFrog,NY,37.09024,-95.712891,2004,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,games_video,0,0,1,0,0,0,1,0,closed
c:15562,Plusmo,CA,37.400367,-121.985711,2006,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,mobile,0,0,1,0,0,0,1,1,acquired
c:62432,ZipList,Other,39.001619,-77.403201,2010,0,0.8959,2,2.6767,9,2,4500000,2,web,0,0,1,1,0,0,2,1,acquired
c:8100,Involver,CA,37.788653,-122.401333,2007,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,software,0,0,1,1,1,0,2.5,1,acquired
c:62262,Lionside,CA,37.779281,-122.419236,2009,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,games_video,0,0,1,0,0,0,3,1,acquired
c:3686,Game Trust,NY,40.73901,-73.997259,2002,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,software,1,0,0,1,0,0,4,1,acquired
c:82805,Nearbuy Systems,CA,37.548418700000006,-122.3151646,2010,1.3041,2.6493,0,3.6767,4,3,3282327,2,other,1,0,0,0,0,0,2,1,acquired
c:196,Visible Path,CA,37.55818,-122.276454,2002,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,web,0,0,1,1,0,0,4,1,acquired
c:28114,VT Silicon,Other,33.774486,-84.385448,2002,5.6986,6.8877,,,2,2,8800000,0,other,1,0,1,0,0,0,1,1,closed
c:13277,GetBack,CA,34.03423370000001,-118.4536137,2007,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,web,0,0,1,0,0,0,1,0,closed
c:63217,Slipstream,CA,37.835676,-122.263548,2010,0.2493,0.2493,0,0.7781,1,1,20000,2,web,0,1,0,0,0,0,1,0,closed
c:2534,HipLogic,CA,37.5541073,-121.9756765,2005,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,mobile,0,0,1,1,0,0,2.5,1,acquired
c:5264,Dilithium Networks,CA,38.279431,-122.668452,2001,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,mobile,1,0,0,1,1,1,5.2,1,closed
c:58512,Yobongo,CA,37.7824533,-122.3879489,2010,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,web,0,1,0,0,0,0,10,1,acquired
c:12957,Brickfish,Other,41.8851542,-87.6223183,2005,4.7068,4.7068,2.989,6.863,17,1,940261,2,software,0,0,1,0,0,0,1,1,acquired
c:34499,MyEnergy,MA,42.360253,-71.058291,2007,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,web,0,1,1,0,0,0,3,1,acquired
c:34028,LikeList,CA,37.36883,-122.03635,2008,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,web,0,0,1,0,0,0,1,0,closed
c:23335,Social Collective,Other,38.881717,-77.089398,2009,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,web,0,1,0,0,0,0,1,0,closed
c:30526,Pure Networks,Other,47.60732,-122.335746,2002,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,other,0,0,0,1,0,0,3,1,acquired
c:42519,Internet Pawn,Other,39.568064,-104.977831,2009,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,other,1,0,1,0,0,0,2,1,closed
c:48376,NeuroTherapeutics Pharma,Other,41.940611,-87.835972,2006,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,biotech,1,0,0,1,0,0,4,1,closed
c:15693,Provade,CA,37.560155,-122.285588,2004,2.063,6.6137,,,5,4,15180000,0,enterprise,1,0,1,0,1,0,1,1,acquired
c:47587,Infineta Systems,CA,37.404788,-121.940842,2008,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,software,0,0,1,1,0,0,2.5,1,closed
c:1669,Challenge Games,TX,30.268236,-97.740651,2006,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,other,0,0,1,1,0,0,1.5,1,acquired
c:421,Crowd Factory,CA,37.758229,-122.439512,2009,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,advertising,1,0,0,0,0,0,3,1,acquired
c:155621,Friendsignia,Other,35.149021999999995,-90.051628,2012,0,0,0,0,2,1,15000,1,web,0,1,0,0,0,0,1,0,closed
c:40782,Vizibility,NY,40.730646,-73.986614,2009,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,mobile,1,1,0,0,0,0,3,1,acquired
c:51306,OpenFeint,CA,37.5783263,-122.3485679,2008,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,games_video,1,0,0,0,0,0,1,1,acquired
c:1088,Tumblr,NY,40.743808,-73.983626,2007,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,web,1,0,1,1,1,1,3.5,1,acquired
c:34522,Hotlist,NY,40.730646,-73.986614,2008,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,other,1,1,0,0,0,0,1,1,closed
c:83692,Crashlytics,MA,42.3751,-71.105616,2011,0.6959,1.189,0.663,2.6247,5,2,6000000,3,mobile,0,1,1,0,0,0,6,1,acquired
c:43831,BridgePoint Medical,Other,45.006515,-93.46651,2005,2.0603,6.2301,,,7,3,28200000,0,other,1,0,0,1,1,0,3,1,acquired
c:28428,Recurve,CA,37.777741,-122.412198,2005,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,software,1,0,1,0,0,0,2,1,acquired
c:17974,Conformity,TX,30.35504,-97.801083,2007,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,enterprise,0,0,1,0,0,0,1,0,closed
c:81475,Moprise,Other,39.78373,-100.445882,2010,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,enterprise,1,1,0,0,0,0,1,1,closed
c:76543,Plizy,CA,37.779281,-122.419236,2010,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,other,1,0,1,0,0,0,1,1,closed
c:84161,ShopRunner,Other,40.0708709,-75.302716,2010,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,ecommerce,1,0,0,0,0,0,1,0,acquired
c:810,RatePoint,MA,42.296111,-71.238524,2006,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,software,0,0,1,1,1,0,2.5,1,closed
c:16488,Digital Performance,CA,33.63776,-117.855989,2002,4.9068,8.1014,,,3,3,4476171,0,advertising,1,0,1,0,0,0,2,1,closed
c:11042,Gowalla,TX,30.2729209,-97.7443863,2007,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,web,0,0,1,1,0,0,6,1,acquired
c:17633,Copan Systems,Other,40.138979,-105.124465,2002,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,other,1,0,0,0,1,1,6.5,1,acquired
c:3187,Replay Solutions,CA,37.512318,-122.200914,2004,2.9288,4.6329,,,13,2,15200000,0,software,0,0,1,1,0,0,2,1,acquired
c:164922,Turf Geography Club,NY,40.728425,-73.999882,2011,0.6192,1.5863,,,2,2,890000,0,mobile,0,1,0,0,0,0,3,1,closed
c:81886,skyrockit,CA,37.779281,-122.419236,2001,10.5315,10.5315,,,0,1,2600000,0,mobile,1,0,0,0,0,0,1,1,closed
